"","X","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"37",37,"41on8RwRh22IHcChAN2gm8",0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.517,117.932,284733,4,"spotify:track:41on8RwRh22IHcChAN2gm8","https://api.spotify.com/v1/audio-analysis/41on8RwRh22IHcChAN2gm8"
"38",38,"46lIt6GmL0VkkbuUyGDbCs",0.442,0.638,7,-5.053,1,0.26,0.00199,0,0.646,0.689,82.206,244627,4,"spotify:track:46lIt6GmL0VkkbuUyGDbCs","https://api.spotify.com/v1/audio-analysis/46lIt6GmL0VkkbuUyGDbCs"
"39",39,"4yHFxB8kzzeuNvoouR8N0N",0.774,0.653,8,-5.158,0,0.05,0.0912,0,0.151,0.838,120.01,244267,4,"spotify:track:4yHFxB8kzzeuNvoouR8N0N","https://api.spotify.com/v1/audio-analysis/4yHFxB8kzzeuNvoouR8N0N"
"40",40,"6ScJMrlpiLfZUGtWp4QIVt",0.679,0.684,6,-8.559,1,0.278,0.0527,0.000895,0.177,0.754,151.748,221840,4,"spotify:track:6ScJMrlpiLfZUGtWp4QIVt","https://api.spotify.com/v1/audio-analysis/6ScJMrlpiLfZUGtWp4QIVt"
"41",41,"0h2uvuNAFUe5VR71kJmW6B",0.65,0.523,11,-6.047,1,0.0949,4.79e-05,0,0.0527,0.154,175.553,229840,4,"spotify:track:0h2uvuNAFUe5VR71kJmW6B","https://api.spotify.com/v1/audio-analysis/0h2uvuNAFUe5VR71kJmW6B"
"42",42,"6m1sJMWeAkCG5eECKaGFew",0.578,0.546,10,-8.149,0,0.0552,0.0024,0,0.0908,0.0795,120.818,275933,5,"spotify:track:6m1sJMWeAkCG5eECKaGFew","https://api.spotify.com/v1/audio-analysis/6m1sJMWeAkCG5eECKaGFew"
"43",43,"0NWJPV3utX0J4tfwzyotNB",0.548,0.658,7,-8.063,1,0.0314,0.164,0.000132,0.109,0.276,127.892,315360,4,"spotify:track:0NWJPV3utX0J4tfwzyotNB","https://api.spotify.com/v1/audio-analysis/0NWJPV3utX0J4tfwzyotNB"
"44",44,"1wva1IlWLDNLgwipUWcmjy",0.756,0.834,11,-4.005,1,0.077,0.00446,2.76e-05,0.0645,0.454,120.214,245520,4,"spotify:track:1wva1IlWLDNLgwipUWcmjy","https://api.spotify.com/v1/audio-analysis/1wva1IlWLDNLgwipUWcmjy"
"45",45,"3MldzywZOH4Uci6bq9noyJ",0.771,0.631,1,-6.795,1,0.0395,0.0308,0,0.168,0.281,119.965,243013,4,"spotify:track:3MldzywZOH4Uci6bq9noyJ","https://api.spotify.com/v1/audio-analysis/3MldzywZOH4Uci6bq9noyJ"
"46",46,"0uybt73QFXaLCoxuVf6fhm",0.54,0.928,0,-4.823,1,0.0671,0.00151,2.58e-06,0.135,0.289,128.037,241960,4,"spotify:track:0uybt73QFXaLCoxuVf6fhm","https://api.spotify.com/v1/audio-analysis/0uybt73QFXaLCoxuVf6fhm"
"47",47,"2iXBZ32Fz5VDCLeE0JIdX5",0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.532,163.953,234173,4,"spotify:track:2iXBZ32Fz5VDCLeE0JIdX5","https://api.spotify.com/v1/audio-analysis/2iXBZ32Fz5VDCLeE0JIdX5"
"48",48,"66TRwr5uJwPt15mfFkzhbi",0.732,0.724,0,-2.104,1,0.101,0.511,0,0.0491,0.801,140.13,221933,4,"spotify:track:66TRwr5uJwPt15mfFkzhbi","https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi"
"49",49,"0OYcEfskah1egYHjYRvbg1",0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0613,110.007,290360,4,"spotify:track:0OYcEfskah1egYHjYRvbg1","https://api.spotify.com/v1/audio-analysis/0OYcEfskah1egYHjYRvbg1"
"50",50,"4liGjmhCupa7RP9JaQELYx",0.733,0.744,1,-3.51,1,0.0553,0.0772,0,0.341,0.528,92.515,241133,4,"spotify:track:4liGjmhCupa7RP9JaQELYx","https://api.spotify.com/v1/audio-analysis/4liGjmhCupa7RP9JaQELYx"
"51",51,"34ceTg8ChN5HjrqiIYCn9Q",0.668,0.697,1,-5.586,1,0.122,0.488,0,0.183,0.714,171.884,232000,4,"spotify:track:34ceTg8ChN5HjrqiIYCn9Q","https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q"
"52",52,"7lWF2mVr1KKbVnaT2nSlPo",0.387,0.442,0,-7.086,1,0.0352,0.19,0,0.0788,0.367,169.481,185600,4,"spotify:track:7lWF2mVr1KKbVnaT2nSlPo","https://api.spotify.com/v1/audio-analysis/7lWF2mVr1KKbVnaT2nSlPo"
"53",53,"6RpiAj9Ofv0Uqp6n2OuRoh",0.83,0.746,5,-6.286,0,0.0579,0.00456,0,0.26,0.652,125.992,220507,4,"spotify:track:6RpiAj9Ofv0Uqp6n2OuRoh","https://api.spotify.com/v1/audio-analysis/6RpiAj9Ofv0Uqp6n2OuRoh"
"54",54,"6wZI4mdT8JwXgkGURnBQiq",0.485,0.723,10,-6.565,1,0.0317,0.541,1.12e-06,0.075,0.542,167.845,230213,4,"spotify:track:6wZI4mdT8JwXgkGURnBQiq","https://api.spotify.com/v1/audio-analysis/6wZI4mdT8JwXgkGURnBQiq"
"55",55,"4hbRj5tucVkLUVoAdJUyRi",0.766,0.692,1,-4.672,1,0.0289,0.0825,0,0.0384,0.69,102.028,205160,4,"spotify:track:4hbRj5tucVkLUVoAdJUyRi","https://api.spotify.com/v1/audio-analysis/4hbRj5tucVkLUVoAdJUyRi"
"56",56,"7iu0WYLdo4yksKf3seaxzI",0.637,0.719,8,-5.443,1,0.0852,0.305,0,0.114,0.744,93.973,218947,4,"spotify:track:7iu0WYLdo4yksKf3seaxzI","https://api.spotify.com/v1/audio-analysis/7iu0WYLdo4yksKf3seaxzI"
"57",57,"7dltD9eEX7X1zk8JJ9BS0e",0.572,0.822,11,-6.015,0,0.361,0.207,0,0.359,0.475,94.812,289000,4,"spotify:track:7dltD9eEX7X1zk8JJ9BS0e","https://api.spotify.com/v1/audio-analysis/7dltD9eEX7X1zk8JJ9BS0e"
"58",58,"3nJjIYchBNkYm7B8XfJf5N",0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.466,82.82,220053,5,"spotify:track:3nJjIYchBNkYm7B8XfJf5N","https://api.spotify.com/v1/audio-analysis/3nJjIYchBNkYm7B8XfJf5N"
"59",59,"6TrNRd98WksT9Kkmx9uj6R",0.607,0.781,7,-4.276,1,0.0407,0.00106,0,0.0769,0.5,113.183,231173,4,"spotify:track:6TrNRd98WksT9Kkmx9uj6R","https://api.spotify.com/v1/audio-analysis/6TrNRd98WksT9Kkmx9uj6R"
"60",60,"2IBF9lQ9lgVai8LkskI5L7",0.935,0.747,1,-4.231,1,0.391,0.00417,0,0.207,0.727,117.613,224547,5,"spotify:track:2IBF9lQ9lgVai8LkskI5L7","https://api.spotify.com/v1/audio-analysis/2IBF9lQ9lgVai8LkskI5L7"
"61",61,"5OGkKx8jP0A5KSULEc6XYZ",0.699,0.607,1,-6.312,1,0.0347,0.142,0,0.105,0.157,123.95,244107,4,"spotify:track:5OGkKx8jP0A5KSULEc6XYZ","https://api.spotify.com/v1/audio-analysis/5OGkKx8jP0A5KSULEc6XYZ"
"62",62,"5dANgSy7v091dhiPnEXNrf",0.649,0.785,9,-6.031,0,0.0369,0.0027,0,0.0859,0.285,137.618,321293,4,"spotify:track:5dANgSy7v091dhiPnEXNrf","https://api.spotify.com/v1/audio-analysis/5dANgSy7v091dhiPnEXNrf"
"63",63,"6avyV3xlz2UFeiAUZ0SqyT",0.414,0.578,8,-6.383,1,0.0287,0.0541,0,0.124,0.277,154.96,216147,3,"spotify:track:6avyV3xlz2UFeiAUZ0SqyT","https://api.spotify.com/v1/audio-analysis/6avyV3xlz2UFeiAUZ0SqyT"
"64",64,"4xWMTkwknjh8FzxNrkwLl6",0.89,0.946,2,-5.673,1,0.0489,0.0188,0.000128,0.11,0.863,120,251373,4,"spotify:track:4xWMTkwknjh8FzxNrkwLl6","https://api.spotify.com/v1/audio-analysis/4xWMTkwknjh8FzxNrkwLl6"
"65",65,"27mhCGdAA8gM7b33KIiB3k",0.641,0.72,11,-4.326,1,0.0552,0.0102,0,0.154,0.574,77.969,222027,4,"spotify:track:27mhCGdAA8gM7b33KIiB3k","https://api.spotify.com/v1/audio-analysis/27mhCGdAA8gM7b33KIiB3k"
"66",66,"49ppqF73rOz5Nyt1paRxIF",0.781,0.791,7,-3.903,0,0.0468,0.145,0,0.127,0.89,76.998,222293,4,"spotify:track:49ppqF73rOz5Nyt1paRxIF","https://api.spotify.com/v1/audio-analysis/49ppqF73rOz5Nyt1paRxIF"
"67",67,"72jGj8k9C7DIQesDYenUT3",0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.798,114,175093,4,"spotify:track:72jGj8k9C7DIQesDYenUT3","https://api.spotify.com/v1/audio-analysis/72jGj8k9C7DIQesDYenUT3"
"68",68,"1kxeWHF9PrCVZHvVskv8lg",0.756,0.529,1,-7.659,0,0.0329,0.0539,0.392,0.112,0.119,119.573,270307,4,"spotify:track:1kxeWHF9PrCVZHvVskv8lg","https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg"
"69",69,"3wkNK8tJZ2stygNJm8RCRD",0.686,0.322,8,-9.829,1,0.0386,0.017,0,0.125,0.0395,89.958,267867,4,"spotify:track:3wkNK8tJZ2stygNJm8RCRD","https://api.spotify.com/v1/audio-analysis/3wkNK8tJZ2stygNJm8RCRD"
"70",70,"4wCD0qOFNRu1Q6O3N6ycm4",0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.0719,0.485,162.084,213520,4,"spotify:track:4wCD0qOFNRu1Q6O3N6ycm4","https://api.spotify.com/v1/audio-analysis/4wCD0qOFNRu1Q6O3N6ycm4"
"71",71,"3LN41NUdHkyNqQhi9gExMm",0.84,0.571,10,-7.421,1,0.0797,0.16,0,0.406,0.62,116.59,188493,4,"spotify:track:3LN41NUdHkyNqQhi9gExMm","https://api.spotify.com/v1/audio-analysis/3LN41NUdHkyNqQhi9gExMm"
"72",72,"3Q4WeJmzxuDpzMu9QjQqbM",0.712,0.647,7,-4.277,1,0.0336,0.239,0,0.0955,0.288,113.116,268120,4,"spotify:track:3Q4WeJmzxuDpzMu9QjQqbM","https://api.spotify.com/v1/audio-analysis/3Q4WeJmzxuDpzMu9QjQqbM"
"73",73,"1fLdeDTrJWNkwOeFyAVLvF",0.435,0.802,1,-6.871,1,0.324,0.00376,0,0.467,0.461,84.267,207000,4,"spotify:track:1fLdeDTrJWNkwOeFyAVLvF","https://api.spotify.com/v1/audio-analysis/1fLdeDTrJWNkwOeFyAVLvF"
"74",74,"4fixebDZAVToLbUCuEloa2",0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.231,139,224400,4,"spotify:track:4fixebDZAVToLbUCuEloa2","https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2"
"75",75,"33vzOPcd9FRirYGlCu32x4",0.924,0.771,11,-3.552,0,0.0561,0.0334,0.00011,0.119,0.619,123.018,242133,4,"spotify:track:33vzOPcd9FRirYGlCu32x4","https://api.spotify.com/v1/audio-analysis/33vzOPcd9FRirYGlCu32x4"
"76",76,"2EvwLVrnYbCZEG6Kx5DCRy",0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.78,115.007,212107,4,"spotify:track:2EvwLVrnYbCZEG6Kx5DCRy","https://api.spotify.com/v1/audio-analysis/2EvwLVrnYbCZEG6Kx5DCRy"
"77",77,"3n5qF6aprwEIjHWuH5jECM",0.399,0.857,7,-4.086,1,0.336,0.00944,0,0.319,0.64,85.937,225653,4,"spotify:track:3n5qF6aprwEIjHWuH5jECM","https://api.spotify.com/v1/audio-analysis/3n5qF6aprwEIjHWuH5jECM"
"78",78,"5rX6C5QVvvZB7XckETNych",0.7,0.864,7,-3.629,1,0.0283,0.0212,0,0.0956,0.889,102.997,297587,4,"spotify:track:5rX6C5QVvvZB7XckETNych","https://api.spotify.com/v1/audio-analysis/5rX6C5QVvvZB7XckETNych"
"79",79,"5k3VjTwIsOjQ2woGz3Yx71",0.699,0.699,8,-5.564,0,0.0737,0.358,0,0.0912,0.632,94.977,206413,4,"spotify:track:5k3VjTwIsOjQ2woGz3Yx71","https://api.spotify.com/v1/audio-analysis/5k3VjTwIsOjQ2woGz3Yx71"
"80",80,"3zcmWxxUA7Em7X3IBqZGUo",0.439,0.906,3,-4.8,1,0.0439,0.0193,0,0.373,0.69,161.905,206000,4,"spotify:track:3zcmWxxUA7Em7X3IBqZGUo","https://api.spotify.com/v1/audio-analysis/3zcmWxxUA7Em7X3IBqZGUo"
"81",81,"4GXH9A6fzuE0MNtqtzjhLg",0.671,0.765,8,-5.093,0,0.356,0.0773,0,0.0877,0.382,148.11,320893,4,"spotify:track:4GXH9A6fzuE0MNtqtzjhLg","https://api.spotify.com/v1/audio-analysis/4GXH9A6fzuE0MNtqtzjhLg"
"82",82,"1dObJGQUgJ7tWxJ0byON6W",0.549,0.756,5,-4.412,0,0.0462,0.234,0,0.0894,0.323,129.205,260093,4,"spotify:track:1dObJGQUgJ7tWxJ0byON6W","https://api.spotify.com/v1/audio-analysis/1dObJGQUgJ7tWxJ0byON6W"
"83",83,"0ua0Go4NN4Td7l0Zre6Ce3",0.634,0.649,6,-7.505,0,0.0486,0.0315,0,0.482,0.513,90.482,237507,4,"spotify:track:0ua0Go4NN4Td7l0Zre6Ce3","https://api.spotify.com/v1/audio-analysis/0ua0Go4NN4Td7l0Zre6Ce3"
"84",84,"0EHR9OObFtjlhQB8wSt1m7",0.916,0.568,6,-5.358,1,0.13,0.248,0,0.081,0.958,112.009,286907,5,"spotify:track:0EHR9OObFtjlhQB8wSt1m7","https://api.spotify.com/v1/audio-analysis/0EHR9OObFtjlhQB8wSt1m7"
"85",85,"5ecZWU5uQOiCVSnPxBZNmT",0.599,0.893,1,-4.404,0,0.0376,0.018,0,0.0772,0.599,107.033,213453,4,"spotify:track:5ecZWU5uQOiCVSnPxBZNmT","https://api.spotify.com/v1/audio-analysis/5ecZWU5uQOiCVSnPxBZNmT"
"86",86,"68Q1r5zDnnYaHkh80yal4A",0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-05,0.0994,0.315,154.997,224960,4,"spotify:track:68Q1r5zDnnYaHkh80yal4A","https://api.spotify.com/v1/audio-analysis/68Q1r5zDnnYaHkh80yal4A"
"87",87,"4dOXc4Suk5eig0jiCqCN5Y",0.406,0.632,4,-5.115,1,0.0344,0.236,0,0.18,0.109,149.258,249440,4,"spotify:track:4dOXc4Suk5eig0jiCqCN5Y","https://api.spotify.com/v1/audio-analysis/4dOXc4Suk5eig0jiCqCN5Y"
"88",88,"2tVCFmn2zKg2wGXS1TCIIA",0.483,0.907,6,-3.166,1,0.045,0.000822,0,0.117,0.329,130.984,238701,4,"spotify:track:2tVCFmn2zKg2wGXS1TCIIA","https://api.spotify.com/v1/audio-analysis/2tVCFmn2zKg2wGXS1TCIIA"
"89",89,"2bLqfJjuC5syrsgDsZfGmn",0.734,0.808,3,-6.448,0,0.106,0.189,0.699,0.315,0.792,114.764,179120,4,"spotify:track:2bLqfJjuC5syrsgDsZfGmn","https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn"
"90",90,"3pxCXv0NACYfYnLjFcQW5D",0.512,0.865,7,-4.146,1,0.0338,0.000821,0,0.0982,0.517,138.017,222827,4,"spotify:track:3pxCXv0NACYfYnLjFcQW5D","https://api.spotify.com/v1/audio-analysis/3pxCXv0NACYfYnLjFcQW5D"
"91",91,"5Hv1QAbRWrUSUHaT0CmnMS",0.595,0.844,7,-4.678,1,0.0331,0.0137,0,0.234,0.593,127.981,222440,4,"spotify:track:5Hv1QAbRWrUSUHaT0CmnMS","https://api.spotify.com/v1/audio-analysis/5Hv1QAbRWrUSUHaT0CmnMS"
"92",92,"2E90KUsor4U2abOJGFKtfx",0.538,0.728,2,-3.663,0,0.0524,0.074,0,0.0776,0.423,78.427,232880,4,"spotify:track:2E90KUsor4U2abOJGFKtfx","https://api.spotify.com/v1/audio-analysis/2E90KUsor4U2abOJGFKtfx"
"93",93,"11WuptzKtcVfPMYaf5aook",0.406,0.732,10,-6.191,0,0.128,0.00436,0,0.358,0.299,133.817,274053,4,"spotify:track:11WuptzKtcVfPMYaf5aook","https://api.spotify.com/v1/audio-analysis/11WuptzKtcVfPMYaf5aook"
"94",1,"7xRNsqOQOgWbHV1nbXnfXN",0.869,0.851,9,-6.201,1,0.0827,0.15,0.000873,0.136,0.382,130.09,251440,4,"spotify:track:7xRNsqOQOgWbHV1nbXnfXN","https://api.spotify.com/v1/audio-analysis/7xRNsqOQOgWbHV1nbXnfXN"
"95",2,"3OT3Kg4jyVkdZm4Ncz6JgX",0.848,0.828,8,-4.557,0,0.0714,0.136,1.35e-06,0.114,0.804,119,237213,4,"spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX","https://api.spotify.com/v1/audio-analysis/3OT3Kg4jyVkdZm4Ncz6JgX"
"96",3,"3E5XrOtqMAs7p2wKhwgOjf",0.818,0.732,1,-4.474,0,0.0334,0.0335,4.95e-05,0.19,0.664,119.002,241933,4,"spotify:track:3E5XrOtqMAs7p2wKhwgOjf","https://api.spotify.com/v1/audio-analysis/3E5XrOtqMAs7p2wKhwgOjf"
"97",4,"4vp2J1l5RD4gMZwGFLfRAu",0.741,0.748,0,-6.299,1,0.0264,0.0823,0,0.34,0.616,127.965,289133,4,"spotify:track:4vp2J1l5RD4gMZwGFLfRAu","https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu"
"98",5,"3GpbwCm3YxiWDvy29Uo3vP",0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.72,124.986,204640,4,"spotify:track:3GpbwCm3YxiWDvy29Uo3vP","https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP"
"99",6,"1EzrEOXmMH3G43AXT1y7pA",0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.711,150.953,242187,4,"spotify:track:1EzrEOXmMH3G43AXT1y7pA","https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA"
"100",7,"5R9a4t5t5O0IsznsrKPVro",0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.255,193.437,193213,4,"spotify:track:5R9a4t5t5O0IsznsrKPVro","https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro"
"101",8,"4EWCNWgDS8707fNSZ1oaA5",0.789,0.65,10,-6.16,0,0.121,0.0401,0,0.249,0.63,87.983,211000,4,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5"
"102",9,"6ihL9TjfRjadfEePzXXyVF",0.714,0.725,4,-6.411,1,0.0402,0.0156,0,0.0726,0.582,99.988,213107,4,"spotify:track:6ihL9TjfRjadfEePzXXyVF","https://api.spotify.com/v1/audio-analysis/6ihL9TjfRjadfEePzXXyVF"
"103",10,"5M2FZXOEyH9JurBCxwESB9",0.472,0.971,1,-2.717,0,0.104,8.21e-05,0,0.124,0.448,134.981,230800,4,"spotify:track:5M2FZXOEyH9JurBCxwESB9","https://api.spotify.com/v1/audio-analysis/5M2FZXOEyH9JurBCxwESB9"
"104",11,"1k2NovMHKHhgGsHxg0aYAS",0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.601,0.452,135.021,299747,4,"spotify:track:1k2NovMHKHhgGsHxg0aYAS","https://api.spotify.com/v1/audio-analysis/1k2NovMHKHhgGsHxg0aYAS"
"105",12,"4IoYz8XqqdowINzfRrFnhi",0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.398,151.994,241853,4,"spotify:track:4IoYz8XqqdowINzfRrFnhi","https://api.spotify.com/v1/audio-analysis/4IoYz8XqqdowINzfRrFnhi"
"106",13,"5VGlqQANWDKJFl0MBG3sg2",0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.167,137.028,230760,4,"spotify:track:5VGlqQANWDKJFl0MBG3sg2","https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2"
"107",14,"58FUwmyGUqkt53YPUcm7cJ",0.593,0.883,8,-4.781,1,0.186,0.0124,0,0.177,0.667,155.171,326187,4,"spotify:track:58FUwmyGUqkt53YPUcm7cJ","https://api.spotify.com/v1/audio-analysis/58FUwmyGUqkt53YPUcm7cJ"
"108",15,"08uGhvS5MfBk7crUCpnjva",0.673,0.614,7,-5.426,1,0.103,0.0782,0,0.139,0.383,176.052,289747,4,"spotify:track:08uGhvS5MfBk7crUCpnjva","https://api.spotify.com/v1/audio-analysis/08uGhvS5MfBk7crUCpnjva"
"109",16,"5RzFJd6W40SDTyZkX6xx45",0.82,0.731,9,-6.02,1,0.159,0.0133,1.94e-05,0.131,0.805,127.076,237120,4,"spotify:track:5RzFJd6W40SDTyZkX6xx45","https://api.spotify.com/v1/audio-analysis/5RzFJd6W40SDTyZkX6xx45"
"110",17,"16GHcGtW9Io7AuVdNmTjv3",0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.472,159.841,338853,4,"spotify:track:16GHcGtW9Io7AuVdNmTjv3","https://api.spotify.com/v1/audio-analysis/16GHcGtW9Io7AuVdNmTjv3"
"111",18,"2q4rjDy9WhaN3o9MvDbO21",0.761,0.724,7,-3.818,1,0.111,0.0175,0,0.116,0.814,149.936,193387,4,"spotify:track:2q4rjDy9WhaN3o9MvDbO21","https://api.spotify.com/v1/audio-analysis/2q4rjDy9WhaN3o9MvDbO21"
"112",19,"5eCkuGPZNl4mISFNPgr3Dd",0.597,0.357,3,-14.718,1,0.259,0.644,0.00393,0.125,0.0638,84.864,197773,4,"spotify:track:5eCkuGPZNl4mISFNPgr3Dd","https://api.spotify.com/v1/audio-analysis/5eCkuGPZNl4mISFNPgr3Dd"
"113",20,"0V8FYVlBFuXXTIvRnMbZyS",0.326,0.625,4,-6.417,1,0.0343,0.0882,0,0.0989,0.337,160.542,236067,4,"spotify:track:0V8FYVlBFuXXTIvRnMbZyS","https://api.spotify.com/v1/audio-analysis/0V8FYVlBFuXXTIvRnMbZyS"
"114",21,"3fyMH1t6UPeR5croea9PrR",0.427,0.861,1,-4.874,1,0.376,0.219,0,0.277,0.581,161.776,257760,4,"spotify:track:3fyMH1t6UPeR5croea9PrR","https://api.spotify.com/v1/audio-analysis/3fyMH1t6UPeR5croea9PrR"
"115",22,"4Dm32oO01YpIubCHaAtKkN",0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.412,144.982,211493,4,"spotify:track:4Dm32oO01YpIubCHaAtKkN","https://api.spotify.com/v1/audio-analysis/4Dm32oO01YpIubCHaAtKkN"
"116",23,"4JehYebiI9JE8sR8MisGVb",0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.476,79.983,261640,4,"spotify:track:4JehYebiI9JE8sR8MisGVb","https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb"
"117",24,"1y4eb6hmAvsqlDOl3fx9kk",0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.876,132.032,220227,4,"spotify:track:1y4eb6hmAvsqlDOl3fx9kk","https://api.spotify.com/v1/audio-analysis/1y4eb6hmAvsqlDOl3fx9kk"
"118",25,"0CwYG1UnRmOx8Q1EzElCIL",0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.18,100.011,222067,4,"spotify:track:0CwYG1UnRmOx8Q1EzElCIL","https://api.spotify.com/v1/audio-analysis/0CwYG1UnRmOx8Q1EzElCIL"
"119",26,"7jk7gqyEonmVVYahZN5zhW",0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.747,114.98,192360,4,"spotify:track:7jk7gqyEonmVVYahZN5zhW","https://api.spotify.com/v1/audio-analysis/7jk7gqyEonmVVYahZN5zhW"
"120",27,"5FEXPoPnzueFJQCPRIrC3c",0.878,0.446,11,-6.362,0,0.0635,0.503,6.32e-06,0.117,0.815,138.035,221267,4,"spotify:track:5FEXPoPnzueFJQCPRIrC3c","https://api.spotify.com/v1/audio-analysis/5FEXPoPnzueFJQCPRIrC3c"
"121",28,"5Q0Nhxo0l2bP3pNjpGJwV1",0.454,0.708,10,-4.526,0,0.0675,0.00124,0.000181,0.0679,0.475,192.18,202067,4,"spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1","https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1"
"122",29,"6s8T3AuXULZbAMXSYDsai9",0.802,0.507,7,-10.204,0,0.112,0.0332,0,0.103,0.419,129.999,186224,4,"spotify:track:6s8T3AuXULZbAMXSYDsai9","https://api.spotify.com/v1/audio-analysis/6s8T3AuXULZbAMXSYDsai9"
"123",30,"4FcUA8s8XXabKQEFRA8vxy",0.437,0.809,4,-4.35,1,0.0411,0.219,0,0.167,0.604,172.05,193693,4,"spotify:track:4FcUA8s8XXabKQEFRA8vxy","https://api.spotify.com/v1/audio-analysis/4FcUA8s8XXabKQEFRA8vxy"
"124",31,"2vVc2G9w2JteBgxpSUVwX5",0.618,0.773,7,-5.15,1,0.0369,0.000624,0,0.0813,0.47,113.164,232520,4,"spotify:track:2vVc2G9w2JteBgxpSUVwX5","https://api.spotify.com/v1/audio-analysis/2vVc2G9w2JteBgxpSUVwX5"
"125",32,"2oENJa1T33GJ0w8dC167G4",0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.895,122.973,239987,4,"spotify:track:2oENJa1T33GJ0w8dC167G4","https://api.spotify.com/v1/audio-analysis/2oENJa1T33GJ0w8dC167G4"
"126",33,"2zJZwWF7BTGIIvrAlgzJEx",0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.708,144.036,221253,4,"spotify:track:2zJZwWF7BTGIIvrAlgzJEx","https://api.spotify.com/v1/audio-analysis/2zJZwWF7BTGIIvrAlgzJEx"
"127",34,"2nP53cGOPLojPkoWVZo4sY",0.892,0.641,6,-5.658,0,0.0634,0.00631,3.15e-06,0.31,0.844,105.059,216347,4,"spotify:track:2nP53cGOPLojPkoWVZo4sY","https://api.spotify.com/v1/audio-analysis/2nP53cGOPLojPkoWVZo4sY"
"128",35,"6fvxos1qSHrIgOkKw4dhWS",0.524,0.878,5,-3.108,0,0.0346,0.0012,0,0.098,0.585,130.989,199187,4,"spotify:track:6fvxos1qSHrIgOkKw4dhWS","https://api.spotify.com/v1/audio-analysis/6fvxos1qSHrIgOkKw4dhWS"
"129",36,"4NpDZPwSXmL0cCTaJuVrCw",0.675,0.545,7,-5.614,0,0.0443,0.261,0,0.162,0.459,60.048,226507,4,"spotify:track:4NpDZPwSXmL0cCTaJuVrCw","https://api.spotify.com/v1/audio-analysis/4NpDZPwSXmL0cCTaJuVrCw"
"130",37,"6olUplztLFFfU7fMYmFXOP",0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.436,98.04,252013,4,"spotify:track:6olUplztLFFfU7fMYmFXOP","https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP"
"131",38,"4fixebDZAVToLbUCuEloa2",0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.231,139,224400,4,"spotify:track:4fixebDZAVToLbUCuEloa2","https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2"
