"","Song","Artist","Spotify ID","Year"
"41","I Don't Wanna Go On With You Like That","Elton John","4hiIkbV6VqAtVhaX8TijiB","1988"
"42","Together Forever","Rick Astley","1N9bMjIVVq2gLMbAecDnul","1988"
"43","Monkey - Remastered","George Michael","2nzPzkGP9QSZ1lqvXTfyzT","1988"
"44","Devil Inside","INXS","2LcvSXZhzngl9Zwxlh34sN","1988"
"45","Should've Known Better","Richard Marx","5j1zOOvkxxe4uZZ2Jgl8r4","1988"
"46","I Don't Wanna Live Without Your Love - Remastered Version","Chicago","7egxDkaA0A2vXaB6p7zJvo","1988"
"47","The Locomotion - Live in New York","Kylie Minogue","2UkbUBGDyf2CMXNuWi7CvQ","1988"
"48","What Have I Done To Deserve This? (With Dusty Springfield) - 2001 Remastered Version","Pet Shop Boys","1UfEtRArkQFUUY6gtR69sO","1988"
"49","Make It Real","The Jets","3sasIFIs1FUbB9gp03JUts","1988"
"50","What's On Your Mind - Pure Energy","Information Society","1k82KNC5Ds6HRUXbf6EaHE","1988"
"51","Tell It to My Heart","Taylor Dayne","0uyoXwOQ3U5tGfNNmR5Y1p","1988"
"52","Out Of The Blue","Debbie Gibson","3A0wRQczzSNVtZfK8IBOMt","1988"
"53","Don't You Want Me","Jody Watley","7r4ZN8F22eBQeN0aMqwzgN","1988"
"54","Desire","U2","4D01oA1mGouaAT7fubvKRT","1988"
"55","I Get Weak","Belinda Carlisle","4Izbs7Qd0mXaDtnX7X5p7o","1988"
"56","Sign Your Name","Terence Trent D'Arby","3LwKYLjjQJfMjirlY61uW9","1988"
"57","I Want To Be Your Man (Remastered Version)","Roger","7lJgjvQRJEXcdu19n3Zn5T","1988"
"58","Girlfriend - Radio Edit","Pebbles","7ETvGW4DrxnocSxcrJOL90","1988"
"59","Dirty Diana","Michael Jackson","5sqPn6Z32jbyYI59O8D9lg","1988"
"60","Mercedes Boy","Pebbles","1ci5FGk5faD2gWyYl995yw","1988"
"61","Perfect World - 2006 Digital Remaster","Huey Lewis & The News","0WBHEpJjcLd0tkuoClGboV","1988"
"62","New Sensation","INXS","2bxY1baYlyXNzmjOkFvqId","1988"
"63","Catch Me I'm Falling","Pretty Poison","6zVXRnA6LkhMpHpJsyUbQv","1988"
"64","If It Isn't Love","New Edition","6oGPZcErzd9Hjw3E4sDBrq","1988"
"65","Rocket 2 U","The Jets","5a32EAeh9xKF6KK5osk1jt","1988"
"66","One Good Woman","Peter Cetera","7ttAAvkXzs3IC1Qm3H1N3k","1988"
"67","Don't Be Cruel","Cheap Trick","5vxfS9zboIlkCU3tHdGvB1","1988"
"68","Candle In The Wind","Elton John","1ZvS1DmW1cF0oknYGCVNK7","1988"
"69","Everything Your Heart Desires - Remastered 2003","Daryl Hall & John Oates","4wU74pLflJoS9UpWKUiFRN","1988"
"70","Say You Will (2008 Remastered LP Version)","Foreigner","6oXa5pLk2L2ZfmeUPHxP35","1988"
"71","I Want Her","Keith Sweat","4v2FrTDC6TcMt8AUj6U6Uz","1988"
"72","Pink Cadillac","Natalie Cole","3ApyzBQoR5c6vSyMlUwrwI","1988"
"73","Fast Car","Tracy Chapman","2M9ro2krNb7nr7HSprkEgo","1988"
"74","The Valley Road","Bruce Hornsby","15Hgsooff9mLjxUhg2uXZz","1988"
"75","Don't Be Cruel - Radio Edit","Bobby Brown","5hVGFQDpLRzVUVrZ4tKOnG","1988"
"76","Always On My Mind - 2003 Remastered Version","Pet Shop Boys","2SWn864dJI5RNyrp3F4Kp1","1988"
"77","Piano In The Dark","Brenda Russell","70RPjUR5l0jmBQndfNXP0z","1988"
"78","When It's Love","Van Halen","7gG1RvwQRrofiL3tvq8pBI","1988"
"79","Don't Shed A Tear - Original Hit Version","Paul Carrack","1iIJqJ2TkadCzgxaDwu2Wd","1988"
"80","We'll Be Together","Sting","22FshJbV8R7yYuPwYyZwM6","1988"
"81","I Hate Myself for Loving You","Joan Jett","2HXixVqzzm9rEUIMAWzshl","1988"
"82","I Don't Want To Live Without You (2008 Remastered LP Version)","Foreigner","0s4oyRzaYgi8L1djUKlpXl","1988"
"83","Nite And Day","Al B. Sure!","1acz4dYqwZTZw6TgRBmmf2","1988"
"84","Don't You Know What The Night Can Do?","Steve Winwood","5Pm6zNr7i5606OzSc3vs4v","1988"
"85","One Moment in Time","Whitney Houston","3jaUZhLiZOcgoJiGGd3hFD","1988"
"86","Can't Stay Away from You","Gloria Estefan","2iCTC5llCMML8tQq2jvk4a","1988"
"87","Kissing a Fool - Remastered","George Michael","1sEGwuvScFU2uNzlI7Aepy","1988"
"88","Cherry Bomb","John Mellencamp","1NkoPsSffzDOir92bPzmML","1988"
"89","I Still Believe - English Version","Brenda K. Starr","7D8LfO2ijOq9DnaVntnc3Q","1988"
"90","I Found Someone","Cher","7cm9QkrwSWH0scegcO8XZ2","1988"
"91","Never Tear Us Apart","INXS","1qQSRy9DjrGh3jtsSCU6B1","1988"
"92","Valerie","Steve Winwood","3nQuDlaVZApyrG6tdsETe0","1988"
"93","Just Like Paradise","David Lee Roth","13wQ3arfFztwlASWhx6RBg","1988"
"94","Nothin' But A Good Time - 2006 - Remaster","Poison","1NW32mer4GFgDvDZ0idTUt","1988"
"95","Wait","White Lion","6JfuiqeGiP8CM7WsKp9EZ4","1988"
"96","Prove Your Love","Taylor Dayne","6bN9fDpAkPA7qkAH6LmVlW","1988"
