"","Song","Artist","Year","Spotify ID"
"49","On The Way Down","Ryan Cabrera",2004,"1GwVi2ceNb8dMFA3DZGnnY"
"50","Because of You","Kelly Clarkson",2004,"3PHYPaguCDKLK1a9cp3uXZ"
"51","Are You Gonna Be My Girl","Jet",2004,"305WCRhhS10XUcH6AEwZk6"
"52","100 Years: Music Video","Five For Fighting",2004,"64qxxqjUynL5vjkXP104I9"
"53","Step In the Name of Love - Remix","R. Kelly",2004,"22HX8moAHWULPAu6t5CivV"
"54","Breaking The Habit","Linkin Park",2004,"4HcDu9IGRCvSTJE4yW5Ugv"
"55","Live Like You Were Dying","Tim McGraw",2004,"2nFyF0yoW6xyFgUWfpXnKl"
"56","Remember When","Alan Jackson",2004,"1nCSr7oGeUv7sUEoYuAJFF"
"57","Everytime","Britney Spears",2004,"5r55eZvOijyYZRPCdQbu85"
"58","Dude","Beenie Man",2004,"5XWjx5tHMsOI7BZh8wjeSu"
"59","Let's Get It Started","The Black Eyed Peas",2004,"05qXhd5dgfDS5mDEf7dbfN"
"60","American Soldier","Toby Keith",2004,"6EverpxjXS71qTCGVxbPDh"
"61","Change Clothes","JAY Z",2004,"62RQawqgBUqWcPHmGGxZyw"
"62","Don't Tell Me","Avril Lavigne",2004,"2TG5eOKa1PpurB3Z6KOTmJ"
"63","You'll Think Of Me","Keith Urban",2004,"1tcUtrQt5LyGZ3Gcu8LUTH"
"64","Happy People","R. Kelly",2004,"41uWkGOCpz0CA5vJ1nIKI6"
"65","Hey Mama","The Black Eyed Peas",2004,"7K60xqY6EZrN7nHBZNNLK1"
"66","Redneck Woman","Gretchen Wilson",2004,"6vCu5rwYDkSo9tFZdwf3uP"
"67","Just Lose It","Eminem",2004,"6v6WjsyLdY189IewecL2x7"
"68","Letters From Home","John Michael Montgomery",2004,"15cGdiAHmezm0P04jVAjMo"
"69","I Go Back","Kenny Chesney",2004,"0Ox458KpvZQ1Kuj9mUNPLL"
"70","Baby Boy (feat. Beyonce)","Sean Paul",2004,"29LHe8kG3PraghUZOZYsw4"
"71","Yeah!","Usher",2004,"5rb9QrpfcKFHM1EUbSIurX"
"72","The Way You Move","OutKast",2004,"6LiDErJMV0ZK3sHEAw92XC"
"73","Goodies","Ciara",2004,"3dFwpxh2yH7C7p9BGEKLVB"
"74","Slow Motion","Juvenile",2004,"3v6EFjtberbRPg43EZmiug"
"75","Sunshine","Lil' Flip",2004,"7FH0VxmvgfPJWfvillVzfE"
"76","Move Ya Body","Nina Sky",2004,"2ndnVdR8si7CW9T8vJRHyW"
"77","My Boo","Usher",2004,"68vgtRHr7iZHpzGpon6Jlo"
"78","One Call Away","Chingy",2004,"3gx2PLHJfnXRvUwmLJyzbY"
"79","My Place - Album Version / Explicit","Nelly",2004,"7E0JWvn76JdtJKfUfkBvfy"
"80","Hotel","Cassidy",2004,"61S6qpVRNxRrnGvjWfce2i"
"81","Diary","Alicia Keys",2004,"5dxHF4lrDimKqnI3GaZUmC"
"82","Locked Up","Akon",2004,"0YUrjFy4qFKOO5NhM9tYdV"
"83","Stand Up","Ludacris",2004,"2CtCwQhY0ZLvr8L2l8Bo6e"
"84","Suga Suga","Baby Bash",2004,"14B2bUopOga5V3ypld7d6n"
"85","All Falls Down","Kanye West",2004,"2cYZpcIV39X48RnOFM7w2V"
"86","Salt Shaker","Ying Yang Twins",2004,"4Kd0FzFpOgIGxlBl4HXuFn"
"87","I Like That - Feat. Chingy, Nate Dogg & I-20","Houston",2004,"6T5ptIqLd4kv7kG6N31Mcn"
"88","I'm Still In Love With You","Sean Paul",2004,"1krEIUPOFxNHWD5anxAKJP"
"89","Get Low","Ying Yang Twins",2004,"0r2Bul2NuCViraT2zX1l5j"
"90","Drop It Like It's Hot","Snoop Dogg",2004,"1CDjORoMxLHFURZhH8n0TS"
"91","Gigolo","Nick Cannon",2004,"1T1ZUKX4X87tVLaBGjwFv4"
"92","Southside","Lloyd",2004,"3X8JREdtkxxOFIyeIHekUm"
"93","Wanna Get To Know You","G-Unit",2004,"6mU3a8GcwOt1FiT06TiTFF"
"94","Holidae In","Chingy",2004,"0FmCLEHfINGqwlyzvklNqy"
"95","When the Sun Goes Down","Kenny Chesney",2004,"6KbpvmsV6L8JsON1C3JHAV"
"96","Over And Over - Album Version / Explicit","Nelly",2004,"2b8QQqf8Vwb7bfz22ja8Fk"
