"","Song","Artist","Spotify ID","Year"
"69","Adult Education - Remastered","Daryl Hall & John Oates","7ADFqIjMLrhRXyWoxeEhGf","1984"
"70","They Don't Know In the Style of Tracy Ullman","Tracy Ullman","2myNPDdVHkEZkJp9CfkI5O","1984"
"71","An Innocent Man","Billy Joel","4x1LynYPM9qOtmB7ggoVz0","1984"
"72","Cruel Summer","Bananarama","34kNeqnJJqO4wDiEJdQhxo","1984"
"73","Dance Hall Days","Wang Chung","66Dcq5SlqgLArzsYcRedq1","1984"
"74","Give It Up","KC & The Sunshine Band","40CPeIs7x2gKmSzNCvgLiU","1984"
"75","I'm So Excited","The Pointer Sisters","3AgvZyLH4sWkII5bnU80aQ","1984"
"76","I Still Can't Get Over Loving You","Ray Parker, Jr.","6ISiiE2puBueLDGhsItsuV","1984"
"77","Thriller","Michael Jackson","1D9KEXIrlmPUkMTdYzqgX4","1984"
"78","Holiday","Madonna","4k6ktr10Hczmh55NY3LfJy","1984"
"79","Nobody Told Me","The Sounds Of John Lennon","51DdbbwE892KCdS0SQjNd5","1984"
"80","Church of the Poison Mind","Culture Club","4BNOhILWVg7NThwsNhpSs8","1984"
"81","Think Of Laura","Christopher Cross","1s5LDroPGxBAFkY5Bth6SK","1984"
"82","Time Will Reveal","DeBarge","6lKuAmGY6FB0vaNOzrbQ5p","1984"
"83","Wrapped Around Your Finger","The Police","2bQI01HjqtcZmqAVTjE8CA","1984"
"84","Pink Houses","John Mellencamp","2EVMlbOZkfU5htC0C3BUGa","1984"
"85","Round and Round","Ratt","0SFS1LxNP5wgnoDA7nGKQu","1984"
"86","Head Over Heels","The Go-Go's","3rjONa9b7zc16b8nmXAuCG","1984"
"87","The Longest Time","Billy Joel","5v23eOAHQNRi67BWtzHajx","1984"
"88","Tonight","Kool & The Gang","0Sgwnqlmp2pNqE5N3XHRTa","1984"
"89","Got A Hold On Me","Christine McVie","0FCgqHNdcbhGIEmU8r6ZF1","1984"
"90","Dancing In The Sheets","Shalamar","1D3h6J0N28uxTLpHVGwq6p","1984"
"91","Undercover Of The Night - Remastered","The Rolling Stones","4duMzlV6ZXExTL0L3o6PH9","1984"
"92","On the Dark Side","John Cafferty","0ce2SIAFrEsPCiEXpv9X11","1984"
"93","New Moon On Monday","Duran Duran","3IGF7wqKKovBhyPx9HaYgw","1984"
"94","Major Tom (Coming Home) [In the Style of Peter Schilling] {Karaoke Lead Vocal Version}","The Karaoke Channel","3WuK4KMYVkr1CMHZcZm6G6","1984"
"95","Magic","The Cars","7z8k6KAvjHX3RtkYNhIC9B","1984"
"96","When You Close Your Eyes","Night Ranger","5Al4Jbso4nYdZgJ2gSCEzT","1984"
"97","Rock Me Tonite","Billy Squier","76zNJvuD3JtuiaWH0OdrWM","1984"
