Rank,Song,Artist,Year,Spotify ID
31,RUN THIS TOWN,"Jay-Z, Rihanna & Kanye West",2009,4FcUA8s8XXabKQEFRA8vxy
32,LET IT ROCK,Kevin Rudolf Featuring Lil Wayne,2009,2vVc2G9w2JteBgxpSUVwX5
33,FIRE BURNING,Sean Kingston,2009,2oENJa1T33GJ0w8dC167G4
34,WHATCHA SAY,Jason DeRulo,2009,2zJZwWF7BTGIIvrAlgzJEx
35,LOVEGAME,Lady Gaga,2009,2nP53cGOPLojPkoWVZo4sY
36,WAKING UP IN VEGAS,Katy Perry,2009,6fvxos1qSHrIgOkKw4dhWS
37,BIRTHDAY SEX,Jeremih,2009,4NpDZPwSXmL0cCTaJuVrCw
38,SOBER,Pink,2009,6olUplztLFFfU7fMYmFXOP
39,WOMANIZER,Britney Spears,2009,4fixebDZAVToLbUCuEloa2
40,WHATEVER YOU LIKE,T.I.,2009,3IcIIZMMS7UArJJPtEHXG8
41,OBSESSED,Mariah Carey,2009,3tvWMBIblzT5FSjKtIeRR1
42,MAD,Ne-Yo,2009,6Hn9Uc1mMNfqChXU3txNke
43,GOOD GIRLS GO BAD,Cobra Starship Featuring Leighton Meester,2009,7kMfu3KUydmrFVGEAhjtyl
44,LOVE LOCKDOWN,Kanye West,2009,1kxeWHF9PrCVZHvVskv8lg
45,SO WHAT,Pink,2009,6qYGUxPjQt5PJtWdiNppZx
46,HOTEL ROOM SERVICE,Pitbull,2009,6Rb0ptOEjBjPPQUlQtQGbL
47,CRACK A BOTTLE,"Eminem, Dr. Dre & 50 Cent",2009,4dK00wCxlqWEeN8BoM1BHT
48,IF I WERE A BOY,Beyonce,2009,26NX1wPt1TRCH536yocd6i
49,TURNIN ME ON,Keri Hilson Featuring Lil Wayne,2009,1jEtDqwYCKpR0mlrMrrITx
50,I HATE THIS PART,The Pussycat Dolls,2009,4mYd9FQyU5eekDJyVeIRgS
51,GOTTA BE SOMEBODY,Nickelback,2009,06T10fEzN8ZCcqzQZYA184
52,PLEASE DON'T LEAVE ME,Pink,2009,2tAtg37styBgPSHzKnJQYB
53,PAPARAZZI,Lady Gaga,2009,3FF6jZY1wDHXJUUN18qsLx
54,BEAUTIFUL,Akon Featuring Colby O'Donis & Kardinal Offishall,2009,7rv0UuxMX7CpUUwEE1jVrd
55,VIVA LA VIDA,Coldplay,2009,1mea3bSkSGXuIRvnydlB5b
56,RIGHT NOW (NA NA NA),Akon,2009,1ARJhjuI6TNYZCxYygFQ4F
57,BATTLEFIELD,Jordin Sparks,2009,1Nme6K1PYAh7p7uygyuRdf
58,SUGAR,Flo Rida Featuring Wynter,2009,Not On Spotify
59,MISS INDEPENDENT,Ne-Yo,2009,34ceTg8ChN5HjrqiIYCn9Q
60,FIREFLIES,Owl City,2009,3DamFFqW32WihKkTVlwTYQ
61,NEW DIVIDE,Linkin Park,2009,6Wx88Mv6b9ofjKMKkdwOJd
62,EMPIRE STATE OF MIND,Jay-Z + Alicia Keys,2009,5sra5UY6sD658OabHL3QtI
63,NO SURPRISE,Daughtry,2009,04Sl2hULaCVM7Iw8kzXPHN
64,SHE WOLF,Shakira,2009,4cS2HQ6jK80vqdY9ofpztx
65,BREAK UP,Mario Featuring Gucci Mane & Sean Garrett,2009,4UP5HP7IAnNdxD01g1lzQp
66,SWEET DREAMS,Beyonce,2009,1FKxKGONukVFXWVJxAKmlz
67,EVERY GIRL,Young Money,2009,2Cyab0ISyJABtu99wgjBKz
68,FALLIN' FOR YOU,Colbie Caillat,2009,1le5KVGTF1xWf2aUj7ruLy
69,UNTOUCHED,The Veronicas,2009,5iyKbjiCVHS7YaMjuvPOeo
70,IF TODAY WAS YOUR LAST DAY,Nickelback,2009,1YPfmWeMqn7OoguNcfqzaK
71,THROW IT IN THE BAG,Fabolous Featuring The-Dream,2009,6c0GmyBsE7mQtrVvxJaWc3
72,LOVE DRUNK,Boys Like Girls,2009,20X9OeC606XNwEtDBOym5u
73,I LOVE COLLEGE,Asher Roth,2009,1akgiRM3mN2nxu2AX6ACCW
74,IF U SEEK AMY,Britney Spears,2009,2hdy9Wt9qp7M7d0U3ossu2
75,BIG GREEN TRACTOR,Jason Aldean,2009,1YWM2rkA6Aqto0v08edz44
76,WHITE HORSE,Taylor Swift,2009,5W1xrjYopIDQR3s5Vcvvvl
77,DISTURBIA,Rihanna,2009,2VOomzT6VavJOGBeySqaMc
78,21 GUNS,Green Day,2009,64yrDBpcdwEdNY9loyEGbX
79,TURN MY SWAG ON,Soulja Boy Tell'em,2009,6ATrsVaZT7XjkCynxM8cTS
80,ROCKIN' THAT THANG,The-Dream,2009,4I7l40CRYeSWEQ5CVyLt7w
81,CHICKEN FRIED,Zac Brown Band,2009,4dGJf1SER1T6ooX46vwzRB
82,DIVA,Beyonce,2009,5Ssv6DaKrW0HczVqx6zXdl
83,REPLAY,Iyaz,2009,698AdfGuOthKXXvvHla9bf
84,THEN,Brad Paisley,2009,3XKbdb9GB6u3hsnUklQTav
85,HER DIAMONDS,Rob Thomas,2009,3LtwmK1OfN0dGs9jf3qSjn
86,HOW DO YOU SLEEP?,Jesse McCartney Featuring Ludacris,2009,4GEEixNkGl7ySoY71E009f
87,3,Britney Spears,2009,Not On Spotify
88,FOREVER,"Drake Featuring Kanye West, Lil Wayne & Eminem",2009,74JkTYeuAlUUNuusDyAl3Q
89,ONE TIME,Justin Bieber,2009,1Z4UKak2eNteHFZkwiYPNz
90,I RUN TO YOU,Lady Antebellum,2009,2YVCkTYJpv5jelYrHYoEG8
91,I DO NOT HOOK UP,Kelly Clarkson,2009,Not On Spotify
92,GREEN LIGHT,John Legend Featuring Andre 3000,2009,3FQ26GroLnhQEja48FKYqT
93,PEOPLE ARE CRAZY,Billy Currington,2009,5sC1qOC9QclptSIE2Zx7fz
94,WHATEVER IT IS,Zac Brown Band,2009,4o8STNAL91xc7EvuvqSKk1
95,ALREADY GONE,Kelly Clarkson,2009,7fkXzzIVo98CgjOkpd9H0V
96,GOODBYE,Kristinia DeBarge,2009,0e8CxZ3UlZIIV3ZRkzHN34
97,SAY HEY (I LOVE YOU),Michael Franti & Spearhead Featuring Cherine Anderson,2009,0nnxf8p851ZR49KFnGWVsB
98,POP CHAMPAGNE,Jim Jones & Ron Browz Featuring Juelz Santana,2009,7LufXm3AnMJ8xNaAOzXZRJ
99,PRETTY WINGS,Maxwell,2009,3yUJKPsjvThlcQWTS9ttYx
100,NEVER SAY NEVER,The Fray,2009,57uX2vR9j9DNiANDYfXw1i
