"","Song","Artist","Year","Spotify ID"
"70","Faded Pictures","Case",1999,"1CAw3ethNuSDPf3E7luSFF"
"71","Back At One","Brian McKnight",1999,"0CjrIEPmqIKnBHy99hun3v"
"72","When a Woman's Fed Up","R. Kelly",1999,"015A6ZcNAWSSuwY7iDcD1b"
"73","How Forever Feels","Kenny Chesney",1999,"2HmMklpgK8vGCpJmPpz1yG"
"74","Amazed","Lonestar",1999,"5oQx6XZyrOOkGbme8DA9GO"
"75","Sometimes","Britney Spears",1999,"6D1BT7ESiQnGOFDl8FHJbp"
"76","Ghetto Cowboy - Clean Album Version","Mo Thugs Family",1999,"4pWZJLiBjcVf60chJssSxt"
"77","Out Of My Head","Fastball",1999,"5tOjRq5shlEdm15nmJBq7Z"
"78","Hard Knock Life (Ghetto Anthem)","JAY Z",1999,"5Tl0HJvynZtKdSUMKbFVVX"
"79","Jamboree","Naughty By Nature",1999,"3MPKTMJIxlORqcxw542HHK"
"80","Take Me There","Blackstreet",1999,"4TQOC2AhsD96oPxAC6NB6w"
"81","Stay The Same","Joey McIntyre",1999,"1Z3BhlpRdSIWlPuuvVIOg2"
"82","Iris","The Goo Goo Dolls",1999,"6vrUTGn5p8IrfTZ0J6sIVM"
"83","Satisfy You","Diddy",1999,"00FROhC5g4iJdax5US8jRr"
"84","Better Days (And The Bottom Drops Out)","Citizen King",1999,"460Wn6Dq2uMviG5nPXtPnb"
"85","Music of My Heart","*NSYNC",1999,"679kEY6AiqHRbKjsX7zhZN"
"86","Write This Down","George Strait",1999,"1TanmIWbaUj5NVwJ3k4XPd"
"87","When You Believe (from The Prince of Egypt)","Mariah Carey",1999,"2izVExEYERUnsRr6mb840Q"
"88","God Must Have Spent a Little More Time on You","Alabama",1999,"5yhAgqhBrE6xd0nuJvlnTR"
