"","Song","Artist","Spotify ID","Year"
"62","Your Love","The Outfield","5dRQUolXAVX3BbCiIxmSsf","1986"
"63","I'm Your Man","Wham!","4II1Ec8htD10ZryStD9oAp","1986"
"64","Perfect Way","Scritti Politti","3WrOAryvCUOVsm8P8O2DoE","1986"
"65","Living in America","James Brown","4Y5yjzs9FFw5qIgfZBd43I","1986"
"66","R.O.C.K. In The U.S.A. (A Salute To 60's Rock)","John Mellencamp","51P9LDBS1grMdF7fYGpBZx","1986"
"67","Who's Johnny","DeBarge","4AzqtxJQWng9XeXBk0ddqU","1986"
"68","Word Up","Cameo","7LoGfKBAaOl0nxhodJ1240","1986"
"69","Why Can't This Be Love","Van Halen","0TaT50ZZxT4ytZxuqkE3A9","1986"
"70","Silent Running - Demonstration Version, Includes Lead Singer","Stingray Music (Karaoke)","4iiuNJT1eoUTfZ1iQEolq9","1986"
"71","Typical Male","Tina Turner","69UQxQrEABRXg1xMhvKjGC","1986"
"72","Small Town","John Mellencamp","4oE8zFdponjE1mtTi4geXA","1986"
"73","Tarzan Boy - Original Hit Version","Baltimora","6GVbeCmR2izqUTcYpvoiX9","1986"
"74","Rumors","Timex Social Club","0Ftl6VoKebN1zeIao9EXlB","1986"
"75","Life In A Northern Town","The Dream Academy","4m3OS54KWywYhP7WD7z1cg","1986"
"76","Bad Boy","Miami Sound Machine","5AM6VOkN7ficA2O04f5JG1","1986"
"77","Sleeping Bag","ZZ Top","1ESuT2y9AKu1zMdxq47qW5","1986"
"78","Tonight She Comes","The Cars","2SPzaOhoqkP4yQdWZbKsno","1986"
"79","Love Touch - 2008 Remastered Version","Rod Stewart","3LVRM23d9ltvRoquuZy1Yb","1986"
"80","A Love Bizarre","Sheila E.","5R6ol4f8WCUCWNrB7Ymf99","1986"
"81","Throwing It All Away (Platinum Collection Version)","Genesis","3aBgcUxqadc7PC0yeDCpU9","1986"
"82","Election Day","Arcadia","0UhZkk4agmJpbMCvT3OgLG","1986"
"83","Nikita","Elton John","6LWW998TfGPyxPVWuO88iR","1986"
"84","Take Me Home","Phil Collins","2o1dXMSuM4p6SsI2RREUL6","1986"
"85","Walk This Way","Run–D.M.C.","6qUEOWqOzu1rLPUPQ1ECpx","1986"
"86","Sweet Love","Anita Baker","6b8pYhpXu2pHHvRZW3FBXp","1986"
"87","Your Wildest Dreams","The Moody Blues","1I5PbTAcWMqV66XR8B2vzK","1986"
"88","Object Of My Desire","Starpoint","63Ql2zSLiBryLRPihaUToK","1986"
"89","Dreamtime","Daryl Hall","7kZZ2Hmkg1zfwrQLsmypNE","1986"
"90","Tender Love","Force M.D.'s","0rEFyT5IzHweiULf6QZXmz","1986"
"91","King For A Day","Thompson Twins","7sRe0zpDlI1e2qSQsesrP7","1986"
"92","Love Will Conquer All","Lionel Richie","6nbi2AJ9hAi2SE8jH6mRKV","1986"
"93","A Different Corner","George Michael","0rccl5Uy9vojxmoRgO7hAT","1986"
"94","I'll Be Over You","Toto","6ItrvGfgojJRtTAKgaOXvw","1986"
"95","Go Home","Stevie Wonder","6VhcdIKG4xM8sTX9amSO4n","1986"
