Rank,Song,Artist,Year,Spotify ID
68,Secret,Madonna,1995,0yv6BYFfviMImtUPwzEXQp
69,Player's Anthem (LP-CleanVersion),Junior M.A.F.I.A.,1995,6PhOzQShyz2vjELsXax7TQ
70,Feel Me Flow,Naughty By Nature,1995,5cKQS9890SpoU2DyqclNWG
71,Every Day Of The Week,Jade,1995,7gRPARHLsDZaf3QxSTuKT8
72,The Sweetest Days,Vanessa Williams,1995,2aw72RcR4WQvmA9bICK8QZ
73,Short Dick Man - Max Fabian & DJ Kirillich Radio Mix,20 Fingers,1995,4L6f9fMqAg5Ity54TId0OM
74,Brokenhearted,Brandy,1995,3zeyP0JnzXEx3uZLmpOdtP
75,"No More ""I Love You's""",Annie Lennox,1995,4Cmpnt9GsAoF60tEdmpG3j
76,You Used To Love Me,Faith Evans,1995,0GuCN3VT2d2N1cqjPlqsxz
77,Constantly,Immature,1995,2Ht2XbOKEay5ogJbDk3i9q
78,"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,1995,5TsHqbDKaSs4ECZX0045YS
79,100% Pure Love,Crystal Waters,1995,5pkMrPKCZ7gMYacSzFBZCl
80,Sugar Hill,AZ,1995,0lZWjBImx6kNe3WtOA09Xu
81,Good,Better Than Ezra,1995,6ILtPjGYb3mvprfsCaJRTA
82,Brown Sugar - Radio Edit,D'Angelo,1995,1YMn9N6JbLfefxmzSWm2jA
83,Turn the Beat Around,Gloria Estefan,1995,5EExhZiAXIqw6M5FFGAiUb
84,'Til You Do Me Right,After 7,1995,1QJDgtV8L8jCnpM1RIauAp
85,1st Of Tha Month,Bone Thugs-N-Harmony,1995,7B0yMYCJO8adAUIY6COxQb
86,Like The Way I Do,Melissa Etheridge,1995,3Fe3L3N5pGaa0BBT4eVypZ
87,I Live My Life for You,Firehouse,1995,4vHp893kV7HksfB5FN1Nk5
88,Dream About You,Stevie B,1995,66QsugNQ8z40vjxtQQwV1z
89,Cotton Eye Joe,Rednex,1995,0Jg602cHeMCnPez9baacIe
90,Thank You,Boyz II Men,1995,48j6bDfkuJNfWRXwMbipGY
91,I'll Stand By You,Pretenders,1995,3Nf8oGn1okobzjDcFCvT6n
92,Give It 2 You,Da Brat,1995,7K1TyzMSR0s2iVlepOh75L
93,Best Friend,Brandy,1995,0YwUJOHKYxlm5gVfIkl8Ym
94,Misery,Soul Asylum,1995,5kKaNe8f5rR8cA3WE7Ol5N
95,Can't Stop Lovin' You,Van Halen,1995,6z3JD6IqVvu6TUBtCfQPbe
