"","Song","Artist","Year","Spotify ID"
"23","I Try","Macy Gray",2000,"00cP99zN0bsUZSpXbAlQXg"
"24","It's Gonna Be Me","*NSYNC",2000,"2j2FjScgrrdSfEV4AZPBaQ"
"25","That's The Way It Is","C<U+00E9>line Dion",2000,"4N8T6fqT6vbJ1YAIwzX87L"
"26","Show Me the Meaning of Being Lonely","Backstreet Boys",2000,"6B7qPz0gQ2FlwUvTUPTZ27"
"27","Back Here","BBMak",2000,"6znv7i4Wif5fLwI6OjKHZ4"
"28","It Feels So Good","Sonique",2000,"6ukJXqRAorZSchjW4NawEf"
"29","Absolutely (Story of a Girl) - Radio Mix","Nine Days",2000,"3mNecsYFb6LQg7822DPXCP"
"30","With Arms Wide Open","Creed",2000,"2eY1BRbRcK6SRb0rD90suw"
"31","Be With You","Enrique Iglesias",2000,"7AQBRTtPhdni9ICDYB0s1v"
"32","Come on over Baby (All I Want Is You) - Radio Version","Christina Aguilera",2000,"65GZzBP1qyk4zH7c8RIJYD"
"33","No More","Ruff Endz",2000,"2WfhlEjoUII31H6imnQdvF"
"34","All The Small Things","blink-182",2000,"58BOuW65NBEkj78UyCE8lA"
"35","The Way You Love Me","Faith Hill",2000,"6vgN6KGstss0GnBbKlMNK9"
"36","I Turn to You","Christina Aguilera",2000,"7buEDjMrLXymDYTWbxGjZ8"
"37","Never Let You Go","Third Eye Blind",2000,"7mP4fGwTDxoTOfQtxeAiJS"
"38","Let's Get Married","Jagged Edge",2000,"1PmHkalaUHhh0fz23SBHDL"
"39","My Love Is Your Love","Whitney Houston",2000,"4xzhlulgIL4yFEAR9EjHkR"
"40","Then The Morning Comes","Smash Mouth",2000,"1cC11FYZ0whYet1pnzA6sy"
"41","Blue (Da Ba Dee)","Eiffel 65",2000,"5FgtdSf7I5lClThz2ptWvl"
"42","The Real Slim Shady","Eminem",2000,"1MYlx4dBtiyjn7K8YSyfzT"
"43","Most Girls","P!nk",2000,"0Vus6lDjFv1mxLrCowBpE4"
"44","Wifey","Next",2000,"3NEzjZbeSCy72Kx1clSYgC"
"45","Wonderful - 2004 Digital Remaster","Everclear",2000,"5xcSi6kSAq1MfPXVuzC5gD"
"46","Oops!...I Did It Again","Britney Spears",2000,"4jUuqKRr1fB4c1RvU6syls"
"47","I Wanna Love You Forever","Jessica Simpson",2000,"1MGzWqVA214YfnNoiM6j6c"
"48","Give Me Just One Night (Una Noche)","98<U+00BA>",2000,"0H0yDqmQAZ9gGvLka1bqeO"
"49","Take a Picture","Filter",2000,"2c5wml8wsBnPfNSbCZ574T"
"50","Otherside","Red Hot Chili Peppers",2000,"64BbK9SFKH2jk86U3dGj2P"
"51","He Can't Love U","Jagged Edge",2000,"3VEZvzr84WVnoorZ4tlBSw"
"52","Separated","Avant",2000,"7jGbrJ1AgGdAe6zb4hz5eJ"
"53","I Wish","Carl Thomas",2000,"4mhIgm1TXUmI9prcSvV1w6"
"54","U Know What's Up - Without Left Eye","Donell Jones",2000,"3seflYvRN3gmh50Iih5yMd"
"55","Only God Knows Why","Rock Kid",2000,"1KOkFVw5H6SI2XVZrwsygO"
"56","Shake Ya Ass","Mystikal",2000,"1Q48AM3uKnWdZEN7UJng6R"
"57","Bag Lady","Erykah Badu",2000,"4eboQESZB6YGrnsEgYo6eU"
"58","Meet Virginia - Live","Train",2000,"4ocbH5ZJqajZIpUrqRUoue"
"59","Party Up","DMX",2000,"1afvj3F24pPABgXenbjmdQ"
"60","Case Of The Ex (Whatcha Gonna Do)","M<U+00FD>a",2000,"3G6hxSp260RzGw4sOiDOQ3"
"61","That's The Way","Jo Dee Messina",2000,"7Mq2Qa43LYyTlXBDEN9sKC"
"62","Swear It Again - Radio Edit","Westlife",2000,"2x1D20z93vGEjtTP07GOOr"
"63","From the Bottom of My Broken Heart","Britney Spears",2000,"70XtWbcVZcpaOddJftMcVi"
"64","Crash and Burn","Savage Garden",2000,"2iHjjXPZQHrIGXv9jhUzjy"
"65","Yes!","Chad Brock",2000,"1LuqK6QiebvOmpkRP1f8Jf"
"66","The Best Day","George Strait",2000,"6u3Mp6sRSByqP7WwH2ewSM"
"67","Where I Wanna Be","Donell Jones",2000,"4Oek4Sft4I8s5vHZK6OJnB"
"68","How Do You Like Me Now?!","Toby Keith",2000,"2csYT28Y0I22DIiZHU5LNw"
"69","My Best Friend","Tim McGraw",2000,"0TITWbP9cAwrMhOAVFPSSV"
"70","Broadway","The Goo Goo Dolls",2000,"3dbywb1zxwI3h1m9o304eY"
"71","Don't Think I'm Not","Kandi",2000,"487Dyzs7Xbbk4hIWYyYT80"
"72","Better Off Alone - Hitradio Mix","Alice Deejay",2000,"72lAIcldZMBgaeF6XwjAnC"
"73","Dance With Me","Debelah Morgan",2000,"1C2Q3AymKS17bw7T5gfq6p"
"74","What About Now","Lonestar",2000,"2Fsg9at6oxnR7h6PhNcOmE"
"75","I Like It","Sammie",2000,"0IvTGWbNnCiUi9IOF7ye3F"
"76","Girl On TV","LFO",2000,"4DJwdQDai9DLYBL9TNrEDo"
"77","Cowboy Take Me Away","Dixie Chicks",2000,"3rXCZRMiMZp0feGcYXpwYX"
"78","I Don't Wanna","Aaliyah",2000,"3OVedKXhDtnjuia47NonT9"
"79","Independent Women Part I","Destiny's Child",2000,"6e9sI2locopZ5p5ij1VAUF"
"80","Gotta Tell You","Samantha Mumba",2000,"2KokBSEeK0Aov7SKVRYCjg"
"81","Waiting for Tonight","Jennifer Lopez",2000,"0mPN2OcVFiANaRuSeli6Np"
"82","Shackles (Praise You)","Mary Mary",2000,"5siee1e4lz8uF51OokjglA"
"83","Hot Boyz","Missy Elliott",2000,"7mYvtEeBdMqRSyj1Qpv6my"
"84","Thank God I Found You","Mariah Carey",2000,"26XozheKTFSXpGb917XBKG"
"85","Desert Rose","Sting",2000,"4NlLZ2WkhJamPaeD9MfL5c"
"86","Big Pimpin'","JAY Z",2000,"5o5eMUBTsxvxgNMPJ8WneO"
"87","Faded","SoulDecision",2000,"1vkrNCD54x9p4ZQdojjNyE"
"88","Forgot About Dre","Dr. Dre",2000,"7iXF2W9vKmDoGAhlHdpyIa"
"89","The Next Episode","Dr. Dre",2000,"4LwU4Vp6od3Sb08CsP99GC"
"90","What'chu Like","Da Brat",2000,"5d8woPn6sHRA6yPnnHnqSt"
"91","I Hope You Dance","Lee Ann Womack",2000,"65B1tEOv5W294uCKbmEcFV"
"92","Ride Wit Me","Nelly",2000,"06iMqWThw4w8fTFyccvOwr"
"93","He Wasn't Man Enough","Toni Braxton",2000,"6JPsV96twX1D6AijDQqGJr"
"94","A Puro Dolor","Son By Four",2000,"2ZpXHvWPxuSXoT4l1QPQd7"
