"","Song","Artist","Year","Spotify ID"
"73","Still Not a Player","Big Pun",1998,"2ntj6zoYOXfdQDzxo2kHrD"
"74","Foolish Games","Jewel",1998,"6Ee5Y6kCdlZfoFhyR8xPVt"
"75","Love You Down","INOJ",1998,"4bDXOwif9Io5Ai62Pokzg7"
"76","Do For Love","2Pac",1998,"4AE7Lj39VnSZNOmGH2iZaq"
"77","Raise The Roof","No Good But So Good",1998,"3v36ebSeYtvoGwB9Gs0YTQ"
"78","The Party Continues - Video Version","Jermaine Dupri",1998,"0zSaR3TpVlqfQzbSCbhWfU"
"79","Sock It 2 Me (feat. Da Brat)","Missy Elliott",1998,"0tmmvIUPYYP3W1Z06bvwkF"
"80","Butta Love","Next",1998,"6fRLVZ4jKzuqyDPlIdbq9q"
"81","A Rose Is Still a Rose","Aretha Franklin",1998,"3l5xmQanfESQMy31erDoJF"
"82","4 Seasons Of Loneliness","Boyz II Men",1998,"0RwDPdfoitpL7Uk2pN7l1K"
"83","Father","LL Cool J",1998,"7C6SAjOGDoARWqNZjDCAUP"
"84","Thinkin' Bout It","Gerald Levert",1998,"4DDhR1Zd6WYbNiCd13Uu4i"
"85","Nobody's Supposed to Be Here","Deborah Cox",1998,"51QxenFmXlJXUN9mpvxlaL"
"86","Westside","TQ",1998,"6I3LsZncKrJG9mwv12FCEg"
