"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness"
"19","Switch","Will Smith",2005,"3O1kLXCskDrzo9rIYweSVA",0.878,0.828,102.499,-7.319,0.164,0.0102,0.000398,0.511
"20","My Humps","The Black Eyed Peas",2005,"2tVouQintSo2ffjVgnv6Sh",0.802,0.682,123.95,-5.924,0.222,0.111,1.39e-05,0.109
"21","Caught Up","Usher",2005,"7cLb7IWBeclFiXI8GqYNUi",0.814,0.818,110.075,-4.63,0.0556,0.0261,7.43e-06,0.126
"22","Scars - Acoustic Version","Papa Roach",2005,"1yroKBwU3gJEeGq1qnxYJO",0.574,0.402,86.193,-9.167,0.0328,0.308,0,0.207
"23","Let Me Go - Acoustic Version","3 Doors Down",2005,"5lXn5jltHYohkBphDxYsHs",0.561,0.544,91.998,-5.221,0.0261,0.494,0,0.0864
"24","Holiday/Boulevard Of Broken Dreams","Green Day",2005,"0MsrWnxQZxPAcov7c74sSo",0.29,0.827,167.086,-3.451,0.0362,0.000659,2.55e-06,0.301
"25","Sugar, We're Goin Down","Fall Out Boy",2005,"4zjFqN9fXAw91GNgJOCYX6",0.494,0.841,162.013,-4.784,0.0838,0.00579,0,0.122
"26","Grind With Me","Pretty Ricky",2005,"1ILtQzEsKALgFVVlbeqCGS",0.667,0.523,136.544,-5.817,0.0311,0.000521,0,0.0984
"27","Photograph","Nickelback",2005,"2tD8PDBMlo9xTo3JC8kz90",0.513,0.877,145.919,-3.756,0.0292,0.000932,0.000163,0.136
"28","I Just Had Sex","The Lonely Island",2005,"1OmxpKVSvn0LGcM3SQS4OV",0.622,0.802,167.983,-4.735,0.119,0.0235,0,0.108
"29","Collide - Acoustic Version","Howie Day",2005,"5rwq6R0Uq0BngM3rdmCeNg",0.582,0.253,90.184,-11.43,0.0259,0.827,2.95e-05,0.091
"30","Wake Me Up When September Ends","Green Day",2005,"3ZffCQKLFLUvYM59XKLbVm",0.546,0.814,104.98,-5.146,0.0314,0.023,0,0.0972
"31","Slow Down - 12"" Version","Bobby V.",2005,"2FLi5qKmz0tgiSBPvW1jKg",0.563,0.721,186.079,-5.366,0.106,0.211,3.2e-06,0.421
"32","Some Cut (feat. Cutty)","Trillville",2005,"71mDjdeVK9sqXmamMHaAfX",0.901,0.512,85.012,-6.468,0.37,0.00273,0,0.0979
"33","Play","David Banner",2005,"61gdV080ZA5U16H2L1aTRz",0.837,0.658,95.027,-8.013,0.126,0.000213,0.122,0.243
"34","Karma","Alicia Keys",2005,"588RGyR1f4Plc8nm7SrdCa",0.727,0.736,85.1,-6.203,0.0615,0.0743,0.00311,0.0347
"35","Speed Of Sound","Coldplay",2005,"7clUVcSOtkNWa58Gw5RfD4",0.523,0.898,123.085,-6.765,0.0567,0.00491,0.0345,0.0746
"36","I Don't Want to Be","Gavin DeGraw",2005,"6ich2xMH5AR39V85miIAN8",0.423,0.862,154.746,-5.13,0.0695,0.00791,0,0.133
"37","Mockingbird","Eminem",2005,"17baAghWcrewNOcc9dCewx",0.621,0.672,83.808,-3.892,0.276,0.21,0,0.13
"38","La Tortura (Made Famous by Shakira and Alejandro Sanz)","Icons Of Latin Pop",2005,"75y56kC0qGLuOvNj2VY6N9",0.769,0.42,100.008,-15.951,0.0568,0.000265,0.881,0.0655
"39","She Will Be Loved","Maroon 5",2005,"2vICzUUia22chV8mQKk1Pt",0.697,0.592,102.046,-9.667,0.03,0.058,0,0.136
"40","Wait (The Whisper Song)","Ying Yang Twins",2005,"5Y78yINSOCW6xbOfGWNBg4",0.933,0.513,102.017,-13.203,0.347,0.00112,0.00248,0.107
"41","Incomplete","Backstreet Boys",2005,"6Kh4FkETk9i3EUVTerZEuY",0.446,0.604,133.726,-4.895,0.033,0.192,0,0.078
"42","Bring Em Out - Amended","T.I.",2005,"3JTzGbTpfCoczeRBAgUAWt",0.764,0.875,98.565,-4.27,0.273,0.0432,0,0.236
"43","Cater 2 U","Destiny's Child",2005,"0FZvjrHpAmLKj574M4VwrF",0.605,0.584,125.802,-7.043,0.197,0.286,0,0.235
"44","1 Thing","Amerie",2005,"6ZyNjT2hYvfV5PuW84dp1E",0.636,0.946,125.085,-4.683,0.332,0.115,3.75e-05,0.0416
"45","Best of You","Foo Fighters",2005,"4nUM7pGcTUK2pY1d2LybrT",0.37,0.944,130.315,-4.979,0.0767,0.00701,2.9e-06,0.135
"46","It's Like That","Mariah Carey",2005,"4Y5g6UDNapKOlt12WMkREG",0.8,0.629,95.948,-4.996,0.053,0.0744,0,0.03
"47","Goin' Crazy","Natalie",2005,"6qEl8WN6jluCFpzufVl38D",0.6,0.556,105.957,-7.294,0.026,0.624,0.00735,0.0837
"48","Inside Your Heaven","Carrie Underwood",2005,"3w8xlZi49MQuQkyyB5bi5e",0.378,0.565,134.564,-4.734,0.0312,0.112,1.75e-06,0.203
"49","Because of You","Kelly Clarkson",2005,"3PHYPaguCDKLK1a9cp3uXZ",0.586,0.586,139.915,-5.314,0.0316,0.251,0,0.124
"50","Because of You","Kelly Clarkson",2005,"3PHYPaguCDKLK1a9cp3uXZ",0.586,0.586,139.915,-5.314,0.0316,0.251,0,0.124
"51","Truth Is","Fantasia",2005,"3QfsB9tPwAjMb5b9P7r3Z5",0.707,0.451,73.209,-10.38,0.0761,0.309,0,0.0524
"52","Your Body","Pretty Ricky",2005,"0AwL1CLIfKxguVKMb8eQoV",0.827,0.633,90.024,-5.346,0.103,0.171,0,0.111
"53","Beautiful Soul","Jesse McCartney",2005,"1HwpWwa6bnqqRhK8agG4RS",0.661,0.657,89.985,-4.269,0.0489,0.086,0,0.0274
"54","Cool","Gwen Stefani",2005,"62thQWVLBfguFm1MM4iQjP",0.681,0.493,112.011,-10.677,0.0285,0.0253,0.00167,0.364
"55","Get Back","Ludacris",2005,"6kSmlGqTteoAGuGGgClf6W",0.443,0.637,79.632,-5.179,0.289,0.0676,0,0.105
"56","U Don't Know Me","T.I.",2005,"3lapBUarXrq3pEUKMsHNFT",0.79,0.652,83.95,-4.762,0.147,0.0523,0,0.0911
"57","These Words","Natasha Bedingfield",2005,"0KYkLT4oMIO4CjFMWn73v1",0.734,0.635,96.99,-7.03,0.0816,0.0322,0,0.0808
"58","Don't Lie","The Black Eyed Peas",2005,"24tVLjWlmZo5rAuyMp1pxo",0.662,0.785,89.885,-5.299,0.186,0.16,0,0.0784
"59","Get Right","Jennifer Lopez",2005,"02iimT2BIX1psZjJHIldd4",0.744,0.737,97.103,-5.792,0.115,0.0219,0,0.645
"60","Daughters","John Mayer",2005,"294DpgHLbYJBL8jFUUBvWZ",0.674,0.413,124.895,-7.816,0.0274,0.837,1.91e-05,0.098
"61","As Good As I Once Was","Toby Keith",2005,"5KjhrsPiaDtefxGFfTUmaO",0.68,0.87,119.075,-4.461,0.0393,0.266,0,0.109
"62","Lose My Breath","Destiny's Child",2005,"2n4uOdMHzEvcZ0KP7iQnay",0.814,0.899,119.011,-5.958,0.0637,0.00727,0.219,0.0979
"63","Ordinary People","John Legend",2005,"5l0Txn9cjHN2xZJ3tgBs8V",0.557,0.133,132.929,-13.992,0.0654,0.929,0,0.0792
"64","We Be Burnin' - Legalize It","Sean Paul",2005,"0NdGw6EieDYg2URPjxp3Od",0.903,0.868,116.942,-3.954,0.275,0.3,0,0.0647
"65","Just The Girl","The Click Five",2005,"1JURww012QnWAw0zZXi6Aa",0.571,0.89,110.958,-1.6,0.0395,0.00509,0,0.0769
"66","True","Ryan Cabrera",2005,"0jdeV5dSB3kUBRqe1xQJbh",0.598,0.4,96.938,-10.054,0.0241,0.459,0,0.151
"67","O","Omarion",2005,"1j8iydbPBXcqOhNkJex7Vx",0.741,0.516,120.072,-6.315,0.04,0.0937,0,0.207
"68","Back Then - Amended Version","Mike Jones",2005,"6e5kjwABBy57SPFnGocfRH",0.695,0.805,159.79,-6.172,0.309,0.0087,0,0.274
"69","Numb,Encore In the style of Jay-Z and Linkin Park","Sunfly Karaoke",2005,"6Vf3BiEWYk3g42K6pcTbmg",0.685,0.607,106.991,-6.996,0.0286,0.00378,0.0407,0.0656
"70","I'm Sprung - Original","T-Pain",2005,"5h3JktAM1OCwoKm4KxS9pk",0.727,0.336,100.032,-11.657,0.0958,0.0915,0,0.0792
"71","Chariot","Gavin DeGraw",2005,"08kTO4EW0jb07zNsCNM83w",0.281,0.779,167.172,-5.104,0.0514,0.0437,0,0.37
"72","Mississippi Girl","Faith Hill",2005,"79YeQbd1p7MsuT7wHQLRYY",0.499,0.765,83.916,-4.148,0.0521,0.113,0,0.0509
"73","Number One Spot","Ludacris",2005,"0Slm3Q4v8tCVuetvm6M0db",0.56,0.943,146.239,-4.258,0.375,0.0327,0,0.328
"74","Candy Shop","50 Cent",2005,"5D2mYZuzcgjpchVY1pmTPh",0.603,0.594,129.774,-7.922,0.46,0.0264,9.84e-05,0.379
"75","Don't Cha","The Pussycat Dolls",2005,"6RbNxKgjvKs8SgW5dS4pI6",0.875,0.652,120.003,-3.536,0.0907,0.00613,0,0.112
"76","Lose Control (feat. Ciara & Fat Man Scoop)","Missy Elliott",2005,"0UaMYEvWZi0ZqiDOoHU3YI",0.904,0.813,125.461,-7.105,0.121,0.0311,0.00697,0.0471
"77","How We Do","The Game",2005,"6JnlWnDLpweWHrGOjBQJEB",0.863,0.669,98.027,-7.001,0.247,0.049,0,0.0323
"78","Oh","Ciara",2005,"7i7UIbm5E0DD7aSOYvwp2v",0.8,0.496,128.29,-7.135,0.0506,0.000298,0,0.0697
"79","Drop It Like It's Hot","Snoop Dogg",2005,"1CDjORoMxLHFURZhH8n0TS",0.91,0.563,91.986,-5.098,0.212,0.206,0,0.103
"80","Hate It Or Love It","The Game",2005,"2wGSgTmgSF3xjRrHkTc25R",0.807,0.785,99.975,-4.947,0.204,0.122,0,0.123
"81","Lovers And Friends","Lil Jon & The East Side Boyz",2005,"41PWz0hAiU9FqsmjR9Wh62",0.675,0.501,139.861,-6.183,0.22,0.0541,0,0.429
"82","Soldier ft Lil Wayne","Destiny's Child",2005,"2rtBy1uuf8ktw8dtzJs9D1",0.873,0.419,77.5,-6.796,0.369,0.0446,0,0.0814
"83","Let Me Hold You","Bow Wow",2005,"28hcjKZ9xAXZ63ZzwceQAe",0.817,0.676,151.478,-8.641,0.203,0.102,0.00209,0.136
"84","Like You","Bow Wow",2005,"4rvSqlJCW4CvLFPRF9YH4c",0.575,0.592,81.536,-8.782,0.188,0.14,0,0.0761
"85","Rich Girl","Gwen Stefani",2005,"39qcvV4f0uqDMHxIkSb7tE",0.863,0.745,98.022,-2.718,0.0406,0.0255,1.78e-05,0.198
"86","Obsession","Frankie J",2005,"4wuyZn6rUHqLSIPt4nOhQx",0.605,0.841,171.991,-4.913,0.044,0.218,0,0.32
"87","Feel Good Inc","Gorillaz",2005,"0d28khcov6AiegSCpG5TuT",0.818,0.705,138.559,-6.679,0.177,0.00836,0.00233,0.613
"88","Run It!","Chris Brown",2005,"7j87H1gMwcz6TYU6kF5yY1",0.864,0.497,100.964,-6.896,0.045,0.014,0,0.158
"89","Over And Over - Album Version / Explicit","Nelly",2005,"2b8QQqf8Vwb7bfz22ja8Fk",0.69,0.509,84.885,-10.116,0.0779,0.00803,2.1e-06,0.245
"90","Get It Poppin' (feat. Nelly) - Radio Version","Fat Joe",2005,"3zdDxhDo5SycC7XSAPfdjv",0.905,0.55,100.813,-7.558,0.372,0.0628,0,0.0644
"91","Soul Survivor","Jeezy",2005,"0Ss50OU9tCozI7JIywkv14",0.671,0.499,84.045,-7.766,0.0442,0.00123,0,0.239
"92","Pimpin' All Over The World","Ludacris",2005,"6VixoRqnikN4QqegoKUSbH",0.69,0.877,92.165,-4.074,0.264,0.257,0,0.14
"93","Baby, I'm Back","Baby Bash",2005,"3VBLBcal4M8BP8XV3l8QDD",0.903,0.413,100.039,-4.635,0.0852,0.0587,0,0.0701
"94","Outta Control","50 Cent",2005,"6dWNtdXVsT4t5oqN4rpN2U",0.699,0.749,96.082,-4.232,0.12,0.314,0,0.122
"95","U Already Know","112",2005,"0ahRDzkKq0KEi7FRoHb0qk",0.677,0.525,87.042,-9.404,0.0483,0.224,0,0.172
