"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness"
"29","What Do You Mean?","Justin Bieber",2015,"4B0JvthVoAAuygILe3n4Bs",0.837,0.571,125.034,-8.273,0.0922,0.61,0.000898,0.0849
"30","Photograph","Ed Sheeran",2015,"1HNkqx9Ahdgi1Ixy2xkKkL",0.614,0.379,107.989,-10.48,0.0476,0.607,0.000464,0.0986
"31","Hello","Adele",2015,"0ENSn4fwAbCGeFGVUbXEU3",0.481,0.451,157.966,-6.095,0.0347,0.336,0,0.0872
"32","Stitches","Shawn Mendes",2015,"5jsw9uXEGuKyJzs0boZ1bT",0.592,0.752,74.784,-6.589,0.114,0.0196,0,0.0477
"33","Talking Body","Tove Lo",2015,"10sqe2FD4eb8MovY8Nyaii",0.736,0.767,119.996,-5.489,0.034,0.105,0,0.0803
"34","Jealous","Nick Jonas",2015,"5NQJnRpJHRaupdegphntQT",0.688,0.712,93.027,-3.573,0.0683,0.0108,0,0.458
"35","Time of our Lives","Pitbull & Ne-Yo",2015,"2bJvI42r8EF3wxjOuDav4r",0.72,0.802,124.043,-5.797,0.0582,0.0921,0,0.694
"36","Locked Away","R. City Featuring Adam Levine",2015,"0sQLhT32E9ZG2zn5iYR6nN",0.508,0.677,121.928,-5.696,0.0656,0.328,0,0.0491
"37","Somebody","Natalie La Rose (ft. Jeremih)",2015,"7ioiB40H9xKs04QtIso2I3",0.842,0.531,105.013,-8.729,0.0377,0.000979,1.34e-05,0.0667
"38","Fourfiveseconds","Rihanna & Kanye West & Paul McCartney",2015,"78TTtXnFQPzwqlbtbwqN0y",0.576,0.267,205.888,-5.668,0.044,0.878,0,0.119
"39","Centuries","Fall Out Boy",2015,"04aAxqtGp5pv12UXAg4pkq",0.385,0.866,176.014,-2.817,0.0697,0.004,0,0.111
"40","My Way","Fetty Wap (ft. Monty)",2015,"1WoOzgvz6CgH4pX6a1RKGp",0.748,0.741,128.077,-3.103,0.0531,0.00419,0,0.147
"41","Take Your Time","Sam Hunt",2015,"6DEaND0SHv3sC11xobZLiy",0.551,0.719,158.08,-5.631,0.0416,0.0869,0,0.219
"42","Animals","Maroon 5",2015,"2bL2gyO6kBdLkNSkxXNh6x",0.465,0.744,189.928,-6.429,0.0635,0.00018,0,0.68
"43","I Don't F**K With You","Big Sean (ft. E-40)",2015,"7FYH5AW3bVfZHJIQpq3UOA",0.822,0.734,97.998,-5.48,0.0738,0.0372,0,0.325
"44","B**** Better Have My Money","Rihanna",2015,"0NTMtAO2BV4tnGvw9EgBVq",0.778,0.741,102.95,-4.97,0.0484,0.0538,2.04e-06,0.29
"45","Flex (Ooh Ooh Ooh)","Rich Homie Quan",2015,"2LLFl56eIFGFlnrplUC26f",0.728,0.62,81.998,-7.533,0.0434,0.038,0,0.342
"46","Nasty Freestyle","T-Wayne",2015,"0PT7nlpo11hYYyfnBgtilT",0.779,0.472,135.051,-7.116,0.218,0.0577,0,0.114
"47","Only","Nicki Minaj (ft. Drake, Lil Wayne & Chris Brown)",2015,"4MRT0dDbhqFKl67WzhUbSw",0.67,0.485,119.886,-7.272,0.737,0.409,0,0.0973
"48","Elastic Heart","Sia",2015,"5S9lfZu1YF8xKkgSsqL2Bd",0.421,0.791,130.075,-4.998,0.0496,0.0117,1.48e-05,0.146
"49","Cool for the Summer","Demi Lovato",2015,"2zFF6jG5hQArbzcXz3KUWk",0.584,0.614,114.075,-5.587,0.0363,0.00506,9.7e-05,0.0802
"50","Renegades","X Ambassadors",2015,"0fYVliAYKHuPmECRs1pbRf",0.4,0.868,180.261,-5.988,0.203,0.0112,0.0685,0.27
"51","I Don't Mind","Usher (ft. Juicy J)",2015,"7aXuop4Qambx5Oi3ynsKQr",0.87,0.464,112.974,-8.337,0.178,0.205,0,0.0902
"52","Love Me Harder","Ariana Grande & The Weeknd",2015,"5J4ZkQpzMUFojo1CtAZYpn",0.472,0.714,98.992,-4.389,0.0334,0.00937,0,0.0764
"53","Stay With Me","Sam Smith",2015,"5Db9VIdDsN5yu3Eu7CT0i4",0.479,0.419,85.014,-6.517,0.0389,0.568,0.000217,0.11
"54","You Know You Like It","DJ Snake & Aluna George",2015,"57kR5SniQIbsbVoIjjOUDa",0.426,0.722,196.133,-5.369,0.196,0.0113,1.27e-06,0.262
"55","Uma Therman","Fall Out Boy",2015,"5PUawWFG1oIS2NwEcyHaCr",0.623,0.956,149.958,-2.608,0.0753,0.119,0.000227,0.617
"56","7/11","Beyonce",2015,"02M6vucOvmRfMxTXDUwRXu",0.747,0.705,136.024,-5.137,0.126,0.0128,0,0.126
"57","The Heart Wants What It Wants","Selena Gomez",2015,"2dRvMEW4EwySxRUtEamSfG",0.616,0.778,83.065,-4.927,0.0387,0.0545,0,0.142
"58","Girl Crush","Little Big Town",2015,"11qh54D0PKkBwelpDxxiEU",0.513,0.221,173.865,-10.233,0.0302,0.822,0,0.113
"59","Slow Motion","Trey Songz",2015,"4NYwy0R3NdvORX2B6OZXBT",0.733,0.408,94.947,-7.834,0.0388,0.679,3.92e-05,0.11
"60","Drag Me Down","One Direction",2015,"2K87XMYnUMqLcX3zvtAF4G",0.73,0.703,138.113,-5.672,0.0369,0.109,0,0.0657
"61","Truffle Butter","Nicki Minaj (ft. Drake & Lil Wayne)",2015,"3keUgTGEoZJt0QkzTB6kHg",0.896,0.672,105.098,-6.875,0.0479,0.0525,3.14e-05,0.12
"62","One Last Time","Ariana Grande",2015,"7xoUc6faLbCqZO6fQEYprd",0.628,0.593,125.026,-5.036,0.0323,0.093,1.65e-06,0.096
"63","Chains","Nick Jonas",2015,"5Ns5lCnyH4y0QCxjv4cW4g",0.627,0.782,127.871,-3.256,0.0575,0.0984,0,0.269
"64","All Eyes On You","Meek Mill (ft. Chris Brown & Nicki Minaj)",2015,"0hy1SOTEn9ifXTzOwnCwEr",0.589,0.658,77.521,-5.288,0.203,0.0242,0,0.118
"65","No Type","Rae Sremmurd",2015,"4scpF6J5uMBvoh6sFB7EL1",0.888,0.483,125.008,-7.797,0.154,0.013,4.85e-06,0.0926
"66","Riptide","Vance Joy",2015,"3JvrhDOgAt6p7K8mDyZwRd",0.484,0.731,101.654,-6.694,0.0379,0.431,0,0.151
"67","Classic Man","Jidenna (ft. Roman GianArthur)",2015,"3G7XYAwtxtoGK7fAm4IlD9",0.79,0.585,94.072,-6.058,0.0348,0.185,0,0.292
"68","Ex's & Oh's","Elle King",2015,"70eDxAyAraNTiD6lx2ZEnH",0.612,0.921,139.986,-2.879,0.0848,0.0183,0,0.0576
"69","Dear Future Husband","Meghan Trainor",2015,"3cU2wBxuV6nFiuf6PJZNlC",0.655,0.782,79.427,-4.789,0.185,0.375,0,0.317
"70","Marvin Gaye","Charlie Puth (ft. Meghan Trainor)",2015,"6ukMqDxnOPOgoHdak7Kyp3",0.795,0.616,110.015,-5.281,0.06,0.417,0,0.349
"71","Like I'm Gonna Lose You","Meghan Trainor (ft. John Legend)",2015,"2YlZnw2ikdb837oKMKjBkW",0.63,0.53,108.038,-7.259,0.0434,0.4,0,0.177
"72","Habits (Stay High)","Tove Lo",2015,"6YL5zD4SggAZAQcdPv5r0C",0.729,0.653,110.045,-3.447,0.0307,0.069,6e-05,0.0823
"73","The Hanging Tree","James Newton Howard (ft. Jennifer Lawrence)",2015,"416MsJxvxSKY96DCmbJIRs",0.255,0.085,94.26,-17.969,0.0359,0.329,6.83e-05,0.201
"74","Coco","O.T. Genasis",2015,"2JI71GHwq2LN8mtq3iCLYo",0.886,0.628,119.906,-5.949,0.131,0.00215,1.15e-05,0.31
"75","Bang Bang","Jessie J, Ariana Grande, & Nicki Minaj",2015,"0puf9yIluy9W0vpMEUoAnN",0.703,0.789,150.058,-3.423,0.0928,0.292,0,0.377
"76","Lay Me Down","Sam Smith",2015,"64GRDrL1efgXclrhVCeuA0",0.473,0.192,125.152,-10.979,0.0417,0.922,0,0.106
"77","Tuesday","I Love Makonnen (ft. Drake)",2015,"2znzyzlAUc8Z1Ikq9aFOcx",0.77,0.664,140.163,-5.604,0.211,0.215,0.000118,0.105
"78","Hit The Quan","iLoveMemphis",2015,"4OjuzM3rTWp3q60mEldNSF",0.741,0.488,160.018,-8.253,0.362,0.000235,0,0.0488
"79","Downtown","Macklemore & Ryan Lewis (ft. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz)",2015,"5pfJsMwoRYKampPay8amX0",0.828,0.609,109.725,-4.402,0.0694,0.0916,1.21e-06,0.291
"80","House Party","Sam Hunt",2015,"1TwLKNsCnhi1HxbIi4bAW0",0.749,0.854,103.952,-5.245,0.0503,0.129,0,0.0262
"81","Ayo","Chris Brown & Tyga",2015,"0k6DnZMLoEUH8NGD5zh2SE",0.823,0.563,98.031,-5.095,0.0443,0.0399,0,0.0851
"82","Kick the Dust Up","Luke Bryan",2015,"5g15o2Sm55Hn9ShK5yEXgp",0.596,0.855,172.082,-2.255,0.0474,0.197,0,0.11
"83","Blessings","Big Sean (ft. Drake)",2015,"1bzM1cd6oqFozdr4wK6HdR",0.789,0.621,118.891,-7.685,0.283,0.315,0,0.136
"84","Budapest","George Ezra",2015,"7q0aQpiLv5tIsupcgQ3Ny4",0.717,0.455,127.81,-8.303,0.0276,0.0846,0,0.11
"85","Chandelier","Sia",2015,"2s1sdSqGcKxpPr5lCl7jAV",0.399,0.787,117.089,-2.88,0.0499,0.0197,6.07e-05,0.0685
"86","Heartbeat Song","Kelly Clarkson",2015,"7FC9Lng8iXU081lbigu8m8",0.49,0.798,149.109,-3.66,0.0489,0.0137,0,0.0627
"87","Don't","Ed Sheeran",2015,"6gTJaPuj8DT8RjuDJyBgzP",0.806,0.608,95.049,-7.008,0.0659,0.0113,0,0.635
"88","Ghost","Ella Henderson",2015,"2FiceoWDJ67rrmb5tGBpgE",0.682,0.836,104.987,-3.777,0.0425,0.0464,3.13e-06,0.0797
"89","Here","Alessia Cara",2015,"1wYZZtamWTQAoj8B812uKQ",0.375,0.822,123.363,-4.029,0.167,0.0716,0,0.0694
"90","Waves","Mr. Probz",2015,"5Sf3GyLEAzJXxZ5mbCPXTu",0.829,0.51,119.993,-9.334,0.0368,0.00821,0.0014,0.0829
"91","El Perdon (Forgiveness)","Nicky Jam & Enrique Iglesias",2015,"7qCAVkHWZkF44OzOUKf8Cr",0.628,0.69,179.911,-5.828,0.0511,0.446,0,0.112
"92","She Knows","Ne-Yo (ft. Juicy J)",2015,"7seTcUFOhn5caSDbiSfsp0",0.701,0.58,139.992,-5.864,0.0329,0.0301,0,0.538
"93","Night Changes","One Direction",2015,"5O2P9iiztwhomNh8xkR9lJ",0.672,0.52,120.001,-7.747,0.0353,0.859,0,0.115
"94","Back to Back","Drake",2015,"5lFDtgWsjRJu8fPOAyJIAK",0.635,0.472,174.008,-3.869,0.511,0.00898,0,0.117
"95","How Deep is Your Love","Calvin Harris & Disciples",2015,"22mek4IiqubGD9ctzxc69s",0.738,0.868,122.003,-4.373,0.0731,0.0389,0.00171,0.388
